transaction_id,item_position,item_name,item_price
TX00000967,3,piece,74.12
TX00000967,4,Nocturn,26.44
TX00001165,1,Eclisped stuff,57.76
TX00001165,2,element element,22.7
TX00001165,3,uLmious,56.21
TX00001146,1,object dEtherz,49.03
TX00001146,2,part thing,60.69
TX00001146,3,,20.04
TX00000236,1,object,93.16
TX00000596,1,part,81.86
TX00000596,2,Hooriazon,28.85
TX00000962,1,unit uYearn,44.22
TX00000962,2,Gelded,1.34
TX00001445,1,thing part,13.27
TX00001445,2,part,16.34
TX00001445,3,Meadowlaca Crossnig,9.55
TX00001163,1,Luminious thing,72.27
TX00000590,1,oSnent,53.8
TX00000590,2,Whiispers,36.65
TX00000590,3,Ecipsed eSaffroun,57.99
TX00000590,4,Sninet,87.2
TX00000208,1,lint Awaekned,14.99
TX00000208,2,Mourmur,37.41
TX00000208,3,item,64.22
TX00000208,4,Untuamed,65.08
TX00001074,1,,70.02
TX00001074,2,Ritborn eAllure,8.11
TX00001074,3,Framgend element,31.38
TX00001074,4,Raiftborne Aollure,66.0
TX00001074,5,element Seangline,93.69
TX00000899,1,,47.52
TX00000353,1,part,16.31
TX00000353,2,Latkh Eloseways,45.27
TX00000353,3,Vaeil part eSconids,29.85
TX00000353,4,element item,91.24
TX00000058,1,item part,58.48
TX00000303,1,Wildthaorn,39.1
TX00000303,2,Wiildthon,70.93
TX00000303,3,stuff Holloews,68.91
TX00000303,4,Axioum object,27.58
TX00001447,1,Zparroewtide,42.29
TX00001447,2,oGilrdain thing,16.54
TX00000843,1,Horiazonsicape,75.28
TX00001261,1,item's part,26.8
TX00001261,2,item's Journeye,91.07
TX00001261,3,,65.26
TX00001261,4,,50.64
TX00001430,1,thing,40.29
TX00001209,1,object,77.93
TX00001209,2,,45.57
TX00001209,3,Obsedian Pazsage,30.94
TX00001209,4,Velve tShift,68.38
TX00000367,1,item,11.08
TX00000367,2,part,94.2
TX00001357,1,,2.56
TX00001357,2,,54.51
TX00001357,3,,42.91
TX00001357,4,element,87.26
TX00001197,1,Elcipsd,83.82
TX00001197,2,element unit,64.8
TX00001197,3,Luminaous thing,8.12
TX00001197,4,part,89.52
TX00001197,5,,91.0
TX00001304,1,Unfoltiong,26.75
TX00001232,1,Eamber's Joorney,58.4
TX00000704,1,item Shaudowing urge,38.38
TX00000233,1,Inlking uTideway,42.6
TX00000233,2,object Curernd,38.63
TX00000233,3,,4.75
TX00000618,1,Chaseng,18.28
TX00000618,2,object,55.67
TX00000618,3,thing,11.37
TX00000196,1,Shrads part Wondre,15.5
TX00000196,2,part Mamoary,96.21
TX00000196,3,Slient Oveerflow,34.4
TX00000196,4,Ldtice part,7.44
TX00000196,5,,8.66
TX00001259,1,Frstite item,50.15
TX00001259,2,,61.9
TX00001259,3,stuff,48.28
TX00001259,4,thing Sihift,53.57
TX00000081,1,element Eclies,5.91
TX00000081,2,Harmonezde item,55.68
TX00000081,3,unit Fleetiong,93.07
TX00001404,1,thing,5.16
TX00000597,1,,98.58
TX00000597,2,Elcipzed Saffroon,97.39
TX00000597,3,piece element,75.69
TX00000597,4,,62.29
TX00001156,1,Luminos Brnk,3.59
TX00001156,2,,66.83
TX00001156,3,Bironk,48.76
TX00000111,1,Croimsion,93.64
TX00000111,2,Seilent Ovarflow,82.71
TX00001276,1,iVeil,62.75
TX00000780,1,Firagments element,18.01
TX00000780,2,,23.61
TX00000780,3,Echoeas object,93.99
TX00000780,4,element,18.12
TX00000780,5,eof,96.44
TX00000983,1,Obiidan,12.1
TX00000983,2,stuff,67.92
TX00000983,3,element,89.4
TX00000799,1,Embr Threa,29.87
TX00000799,2,item hSadowin,54.16
TX00000799,3,Friagments Vere,60.42
TX00000799,4,Veitiy Shadowiing,6.69
TX00000799,5,Veurity Shadowinag,83.19
TX00001265,1,,75.6
TX00001265,2,element's piece,98.71
TX00001265,3,Witer,48.33
TX00001150,1,Eclipseed Etherus,65.31
TX00001150,2,,83.33
TX00001150,3,Eclibsed thing,54.43
TX00000824,1,Emberwovn Clal,87.58
TX00000824,2,Rselve,96.96
TX00000382,1,part,73.44
TX00000382,2,Shviered,10.4
TX00000382,3,,23.48
TX00000382,4,oBundles item,70.95
TX00000382,5,Buondless part,21.74
TX00000538,1,Glasslke Serenate,67.66
TX00000538,2,,2.82
TX00000538,3,oLiminal Sonne,41.16
TX00001493,1,thing Dretf,68.04
TX00001493,2,Gildain aStill,33.36
TX00001112,1,Eclipseid object,17.47
TX00001112,2,,6.4
TX00001112,3,,98.98
TX00000324,1,,76.29
TX00000324,2,element item,23.88
TX00000324,3,,6.2
TX00000361,1,element,19.84
TX00000361,2,element,9.49
TX00000361,3,Veiil Bteween item,79.6
TX00000361,4,Bouundless iHnge,92.2
TX00001487,1,thing,76.48
TX00001487,2,Gildrai nStil,57.69
TX00001487,3,stuff unit,60.2
TX00001029,1,Splinteed Zpehyr,84.31
TX00001029,2,unit Quvar,41.89
TX00001029,3,unit unit,24.04
TX00000707,1,Vority element,99.78
TX00000707,2,Ebmer item,9.62
TX00000332,1,stuff Turing,36.79
TX00000332,2,element,65.56
TX00000429,1,part Eeceho,19.39
TX00000429,2,Leminal,78.55
TX00000429,3,unit part stuff,6.38
TX00000429,4,part lElure,42.92
TX00000429,5,Fragmetns part Lustar,17.59
TX00001242,1,Floew,44.59
TX00000425,1,Eshflal,30.8
TX00000425,2,Ducsborne part,9.46
TX00000425,3,Duskporne Aellure,13.72
TX00000425,4,part part,62.78
TX00000425,5,Doskborne part,49.83
TX00000628,1,,35.44
TX00001111,1,Eeclipsed stuff,32.27
TX00001111,2,,62.82
TX00000677,1,piece,80.91
TX00000677,2,item,55.83
TX00000693,1,thing,97.11
TX00000757,1,Froagemnts,10.27
TX00000757,2,Tharead,27.05
TX00000757,3,Friagments stuff,80.79
TX00000757,4,Fragmtes,88.8
TX00000254,1,object piece,22.47
TX00000254,2,Glitn Awakene,44.92
TX00000254,3,item,89.67
TX00001094,1,object,10.15
TX00001094,2,unit Qouive,68.56
TX00000916,1,element,31.72
TX00000916,2,Boudn element,6.3
TX00001185,1,,81.62
TX00001185,2,stuff,89.39
TX00001185,3,element,40.93
TX00001185,4,Fabale,11.32
TX00000668,1,Eternl Tapoestry,67.54
TX00000668,2,,22.94
TX00000668,3,Luaminous,63.52
TX00000841,1,Shimamering,17.07
TX00000806,1,Softwaka Fragent,47.54
TX00001456,1,Laticebonre,26.69
TX00001456,2,Aurelec Eumbrace,7.32
TX00001456,3,object,93.06
TX00001456,4,thing thing,85.72
TX00001456,5,thing,6.67
TX00000086,1,item,55.74
TX00000086,2,Sunrfact Mairage,29.8
TX00000086,3,item Elsewrhe,21.37
TX00000086,4,Sunfrad,30.99
TX00001421,1,Latticborne Muuse,7.9
TX00001421,2,Latticbourne,32.39
TX00001421,3,thing,94.32
TX00001421,4,Geldran thing,15.44
TX00000265,1,Glant object,64.78
TX00000287,1,Verg Luistening,13.5
TX00001483,1,thing,42.85
TX00001483,2,stuff iStill,6.43
TX00000892,1,thing of Moion,81.09
TX00000892,2,aSoftawke,34.46
TX00000892,3,,92.02
TX00000892,4,thing,15.54
TX00000892,5,Harvased,26.45
TX00001495,1,Moonthreaed thing,10.76
TX00000978,1,,58.47
TX00000978,2,,4.34
TX00000534,1,Liemenal,11.24
TX00000534,2,element,48.1
TX00001000,1,incture Rsien,11.32
TX00001000,2,Fregment Songlnie,29.77
TX00001000,3,uCrren,24.97
TX00001000,4,Tinctrua,2.18
TX00000221,1,element,84.94
TX00000113,1,Unfloeding,54.02
TX00000113,2,item,75.19
TX00000113,3,unit,6.3
TX00000113,4,Fragamnets part,53.16
TX00000672,1,,11.54
TX00000672,2,Lumious,86.01
TX00000583,1,,49.36
TX00000583,2,,70.51
TX00000583,3,Laimianl,83.15
TX00000174,1,Evenson gDruift,76.15
TX00000174,2,Cimson Reveorie,66.82
TX00000174,3,piece part,83.83
TX00000174,4,Reverea,84.33
TX00000535,1,iLminl,5.83
TX00001078,1,,47.9
TX00001176,1,unit,12.44
TX00001176,2,Lumianus,56.14
TX00001106,1,Luminou seBrink,64.78
TX00001106,2,Lumonus,17.75
TX00001106,3,element,79.0
TX00001106,4,Faable,60.3
TX00001106,5,,16.16
TX00000982,1,Caruleuan item,45.24
TX00000982,2,piece piece,51.03
TX00000285,1,object,74.36
TX00000285,2,Inklign Tuideway,89.28
TX00000285,3,aUnspoken,94.05
TX00000867,1,,35.29
TX00000867,2,Hoorisonscape,72.38
TX00000374,1,Eoseways,83.09
TX00000374,2,Loeom,74.23
TX00001196,1,Eclipsied thing,3.57
TX00000031,1,item item,74.77
TX00000031,2,fElzewhere,80.11
TX00000031,3,element piece,15.86
TX00000031,4,element piece,46.57
TX00000031,5,item,14.81
TX00000551,1,item,82.77
TX00000551,2,,95.6
TX00000210,1,Flkcer,49.12
TX00001046,1,part,82.63
TX00001046,2,,94.34
TX00000923,1,object,43.04
TX00000923,2,,12.5
TX00000809,1,Emerwoven object,19.76
TX00000617,1,part Horiezon,65.62
TX00000617,2,part Horizeon,20.95
TX00000617,3,uThreaded Horizoun,70.25
TX00000617,4,Eetrnal Tapestyr,90.91
TX00000617,5,,72.52
TX00000932,1,Sofet,19.33
TX00000932,2,Giledd,89.74
TX00000932,3,Obsedian Drace,65.3
TX00000619,1,Eternel element,71.18
TX00000619,2,Fra,5.99
TX00000619,3,Chaisng,99.64
TX00000619,4,,23.4
TX00000619,5,,80.87
TX00000188,1,thing,37.05
TX00000188,2,,68.7
TX00000710,1,unit Threat,80.27
TX00000710,2,,40.14
TX00000710,3,Vreity Shaodwig,49.37
TX00000710,4,hdowing Suerge,45.93
TX00000710,5,f part,63.06
TX00000936,1,unit Yiearn,78.7
TX00000936,2,item,15.71
TX00000936,3,Vaor,11.1
TX00000936,4,Osbidia,24.7
TX00001168,1,,3.91
TX00001219,1,item's Jorunoey,94.61
TX00001097,1,,86.98
TX00001097,2,object,28.61
TX00001097,3,Eebervault,81.44
TX00001097,4,Veilar object,17.88
TX00001097,5,Slitered unit,13.48
TX00000901,1,Vapo rBloom,90.73
TX00000901,2,Buond element,25.68
TX00000083,1,uSaffron oEclipse,47.98
TX00000083,2,Hamronize item,57.98
TX00000083,3,Aheen,83.54
TX00000083,4,ched,98.41
TX00000083,5,Sonfract Merage,95.92
TX00000701,1,part Sure,17.78
TX00000048,1,stuff Sernade,43.0
TX00000048,2,oWven element,19.39
TX00000048,3,,52.07
TX00000048,4,,60.01
TX00001283,1,Friosbite item,11.56
TX00001283,2,atEernal,84.4
TX00000155,1,vEenson,60.26
TX00001151,1,aBrnk,80.6
TX00001151,2,Luminouo,44.98
TX00001151,3,Luminaous Prink,44.33
TX00001151,4,,54.83
TX00001151,5,,45.09
TX00001141,1,object rink,17.74
TX00001141,2,Eclpsed eEthers,44.52
TX00000974,1,Vpaor,2.54
TX00001057,1,Tinicture,32.87
TX00001057,2,iCurent,13.89
TX00001057,3,oVeilerk object,55.63
TX00000807,1,Harevested Stilness,78.13
TX00000807,2,thing stuff,81.3
TX00000807,3,Simmering Reolve,24.0
TX00001229,1,,73.19
TX00001229,2,Paossague,97.55
TX00001229,3,Hozron,49.15
TX00001229,4,item,7.94
TX00001229,5,thing,10.93
TX00001480,1,thing part,22.42
TX00001480,2,thing Drea,2.6
TX00001436,1,Spiarrowtide object,89.28
TX00001436,2,Sparrowtoie,70.11
TX00001436,3,thing,9.97
TX00001436,4,aParadox,72.14
TX00000179,1,Prsm Unfoilding,33.91
TX00000179,2,Shardz oef,49.52
TX00000179,3,piece part,68.83
TX00001355,1,Scattreed Glouw,62.65
TX00001355,2,Zacttered,77.62
TX00001355,3,,63.47
TX00001355,4,part,10.65
TX00001355,5,Unfoldegn,88.03
TX00001246,1,Fow,98.51
TX00001246,2,Frostboite iHorizon,5.46
TX00001246,3,,39.72
TX00001246,4,thing,97.4
TX00001246,5,element,43.73
TX00001040,1,iftbarne,25.14
TX00000949,1,Fragamentde,7.0
TX00000949,2,piece,83.61
TX00000949,3,item,3.38
TX00000816,1,thing stuff,62.8
TX00000816,2,Veian of,81.63
TX00000816,3,,73.1
TX00000363,1,,55.32
TX00000363,2,Boundlesos Hingee,3.25
TX00000363,3,Bounldess item,97.56
TX00001177,1,Lminus,10.77
TX00001177,2,Ecipsed unit,79.17
TX00001198,1,stuff item,86.11
TX00001198,2,piece,27.04
TX00001198,3,Luaminous rink,95.19
TX00001198,4,Ecliipsed object,70.01
TX00000346,1,Shviered,82.61
TX00001010,1,,99.61
TX00001010,2,Emabervault part,26.77
TX00000614,1,,36.79
TX00000965,1,Gailded,92.4
TX00000965,2,Obisiian,48.95
TX00000965,3,item Firost,56.83
TX00000965,4,Sotf,73.21
TX00001273,1,Eterel,73.9
TX00001273,2,Witner,8.08
TX00001273,3,,31.02
TX00000589,1,,63.29
TX00000589,2,element Layez,48.4
TX00000589,3,,26.23
TX00000589,4,ilent Raverberance,36.58
TX00000589,5,Liminael part,97.65
TX00001288,1,item,4.7
TX00001288,2,item's Joornye,26.23
TX00001288,3,Celetsia,46.73
TX00001288,4,thing,96.81
TX00001288,5,thing,41.22
TX00000631,1,thing,58.52
TX00000243,1,,40.24
TX00000243,2,item,42.78
TX00000243,3,item,53.5
TX00001374,1,,33.81
TX00001374,2,Unfoloidng,12.1
TX00001374,3,Scatotered Glouw,79.47
TX00001451,1,Lanteirnwisp rift,68.45
TX00001451,2,thing Glam,67.83
TX00001451,3,stuff unit,60.56
TX00001451,4,thing,34.48
TX00000764,1,unit object,77.81
TX00000987,1,piece piece,43.85
TX00000987,2,Blaom,85.82
TX00000411,1,Sonlit Gosusamer,39.34
TX00000411,2,element part,62.96
TX00000411,3,Whsiapring part,77.91
TX00001420,1,Gildrani unit,13.04
TX00001225,1,Frostite Hiorizon,6.73
TX00001225,2,,10.86
TX00001225,3,Frstbit eHorizon,28.53
TX00001225,4,Ebmer's Journay,37.18
TX00001225,5,item,61.09
TX00000308,1,element item,68.64
TX00000308,2,,54.68
TX00000881,1,iEmberwoven,86.81
TX00000398,1,Latkh lEseways,63.64
TX00000398,2,element Hoalolws,68.6
TX00000370,1,Boundalezs element,93.42
TX00000370,2,item,16.55
TX00000370,3,Shiered,71.99
TX00000370,4,Chazuing,72.04
TX00000370,5,,97.17
TX00000054,1,Harmoanized part,99.25
TX00000054,2,Luna rQuench,57.87
TX00000054,3,Wovan element,85.22
TX00001338,1,,89.81
TX00001338,2,Unfotling,16.31
TX00001338,3,stuff,74.4
TX00001338,4,Shimumer,56.45
TX00001338,5,element,75.44
TX00001182,1,Luminoous,64.22
TX00001182,2,,80.48
TX00001182,3,,92.6
TX00001182,4,Ecliped object,32.84
TX00001182,5,,35.71
TX00000312,1,Braech Embier,54.26
TX00000312,2,item,84.82
TX00000312,3,item,44.71
TX00000312,4,eVil Beten item,43.09
TX00000921,1,,61.45
TX00000921,2,element,17.2
TX00000921,3,,66.12
TX00000109,1,Sipre,86.6
TX00000109,2,Tihreaded thing,53.56
TX00000109,3,part af Wnder,85.88
TX00000109,4,unit part Wonedr,3.59
TX00000718,1,mEber object,44.17
TX00000718,2,Fraagments element,89.21
TX00000718,3,hTead,82.6
TX00000691,1,unit,66.5
TX00000100,1,Temporl,96.63
TX00000100,2,Glimer,4.37
TX00001125,1,,94.52
TX00001125,2,Luminouz thing,99.61
TX00000669,1,Eteirnal piece,37.48
TX00000669,2,tEernal Tapesry,28.94
TX00001375,1,,62.47
TX00001375,2,,32.75
TX00001375,3,,37.65
TX00001375,4,piece aAmber,49.57
TX00000266,1,thing,93.45
TX00000266,2,object,34.33
TX00000678,1,object,65.8
TX00000678,2,thing,41.59
TX00000678,3,,69.29
TX00000678,4,Hoiizon,71.15
TX00000678,5,Thraded Hoirizon,99.97
TX00000296,1,item Trece,78.25
TX00000296,2,stuff eBetwen,47.57
TX00000296,3,,53.27
TX00000529,1,item Horizo,15.15
TX00000529,2,Zilet,67.55
TX00000529,3,lGasslaike,6.96
TX00000529,4,Liminaol stuff,99.11
TX00000944,1,piece,73.8
TX00000944,2,,81.87
TX00001013,1,stuff element,92.59
TX00001013,2,Tinkture Rizen,4.08
TX00000950,1,unit Frst,47.0
TX00000950,2,Nocutrne,27.16
TX00000950,3,item Febl,96.28
TX00000950,4,unit,20.46
TX00000950,5,,96.09
TX00000377,1,element,80.39
TX00000286,1,,48.34
TX00000286,2,Fractuured,68.4
TX00000286,3,object,49.61
TX00001438,1,object,56.86
TX00000730,1,Frgament,39.57
TX00000730,2,,58.61
TX00000730,3,Thaed,47.6
TX00000126,1,part,18.42
TX00000126,2,part unit,61.04
TX00000126,3,Theraded Horiozon,48.17
TX00000126,4,,51.45
TX00000126,5,Prim Unfolting,67.32
TX00000327,1,Elosewas,20.47
TX00000327,2,thing piece eEmber,31.48
TX00000292,1,,15.0
TX00000292,2,item,30.67
TX00000548,1,Seraende,57.85
TX00000548,2,element,62.73
TX00000727,1,,9.94
TX00000727,2,,64.23
TX00000727,3,aFragments aof,64.84
TX00000727,4,item,42.63
TX00000727,5,aEchoes,7.75
TX00000908,1,Tetherd element,55.78
TX00000908,2,eCrulean stuff,27.05
TX00000908,3,Fagmentad,35.54
TX00000908,4,piece piece,15.36
TX00000908,5,piece,23.82
TX00000355,1,stuff,99.29
TX00000355,2,unit,68.32
TX00000170,1,part unit,16.26
TX00000170,2,piece part,82.88
TX00000170,3,Eveonseong,72.38
TX00000170,4,object f,74.84
TX00000966,1,item Frtos,53.46
TX00000966,2,item Ruever,47.93
TX00000966,3,element,63.15
TX00001133,1,,6.32
TX00001133,2,stuff,18.75
TX00001133,3,,14.53
TX00001133,4,Lumienous Borink,57.97
TX00001133,5,,16.68
TX00000651,1,Fay,35.9
TX00000209,1,Frcetured,62.12
TX00000209,2,lFicker Benetah,63.74
TX00000209,3,object,69.41
TX00000209,4,,72.15
TX00000209,5,object Embaruk,73.65
TX00001397,1,unit gAmber,57.37
TX00000140,1,Evnsogn,8.85
TX00000140,2,piece Overlfwo,96.78
TX00000140,3,part,49.27
TX00000140,4,,54.3
TX00000140,5,Tepmoral Blomo,2.78
TX00001083,1,unit,60.08
TX00000990,1,Peal,38.71
TX00000990,2,Ceroelan item,28.89
TX00000990,3,,22.82
TX00000990,4,,14.93
TX00000990,5,Nocoturne,8.67
TX00000650,1,Reveraie,80.76
TX00000650,2,Wisep,59.92
TX00001188,1,stuff part,78.88
TX00001188,2,Sunilit,98.85
TX00001188,3,Eculipsed Ethiers,44.34
TX00001498,1,Auorelic uEmbrace,62.41
TX00001498,2,oonthread thing,32.47
TX00001498,3,Gulow,37.63
TX00001498,4,thing,8.87
TX00000485,1,Snulit Gsosamer,30.91
TX00000485,2,part thing,95.48
TX00000485,3,unit's part,48.24
TX00000485,4,part Aciho,7.49
TX00000527,1,clipse dSaffiron,19.87
TX00000199,1,part,95.21
TX00000889,1,thing,1.67
TX00000889,2,Haresvted,93.39
TX00000889,3,thing,97.56
TX00000889,4,Emberwoeven object,24.37
TX00000844,1,,63.73
TX00000844,2,,10.67
TX00000844,3,Shimmring iResolve,57.0
TX00001068,1,object object,82.88
TX00001205,1,,85.43
TX00001205,2,piece's Jaurney,94.98
TX00001054,1,Gwo,2.54
TX00001054,2,,21.66
TX00001054,3,object,84.8
TX00000010,1,Wvoen element,17.94
TX00000010,2,,25.71
TX00000010,3,unfact,83.04
TX00000010,4,element,56.15
TX00000147,1,o kSy,95.73
TX00000147,2,part,89.52
TX00000721,1,,71.07
TX00000721,2,element item,61.51
TX00000721,3,,63.09
TX00000721,4,item element,48.71
TX00000282,1,,80.08
TX00000282,2,item,79.87
TX00000282,3,item Batween,99.67
TX00000282,4,aInklin,5.92
TX00000298,1,Veeg,84.43
TX00000298,2,Murmuur,32.37
TX00000613,1,Threadied Horiizon,17.74
TX00000613,2,,75.96
TX00000613,3,iLuminous,66.63
TX00000613,4,,75.93
TX00000291,1,object,49.71
TX00000291,2,Onspoken,74.13
TX00000291,3,,11.83
TX00000291,4,object,56.25
TX00000291,5,Flickar Bneeath,6.5
TX00000649,1,piece,94.78
TX00000649,2,Eterinal Tapestyr,78.78
TX00000598,1,Eclisped Sfafron Laoyers,5.16
TX00001043,1,object Ahsoer,74.06
TX00001043,2,Velerk object,88.87
TX00001043,3,Horzon Quier,29.68
TX00000552,1,Raeverebrance,74.91
TX00000552,2,Etherbuond Whspers,15.35
TX00000552,3,Fracdiured part,2.86
TX00000552,4,Gelasslaike,5.32
TX00000552,5,,23.51
TX00001298,1,Frstbite Hiorizon,42.09
TX00001298,2,item,41.66
TX00001298,3,,94.79
TX00001298,4,Limineal,15.15
TX00001298,5,,56.78
TX00000129,1,Laettcie part,15.84
TX00000129,2,Framents fo,45.08
TX00001061,1,aAlloyed,8.78
TX00000331,1,Elewayas,43.49
TX00000331,2,,22.78
TX00000331,3,uWildthor,16.26
TX00000323,1,Letch item part,75.08
TX00000323,2,Shivreed,41.7
TX00000680,1,,31.98
TX00000680,2,Aternla,78.56
TX00000680,3,Chasign,79.86
TX00000680,4,object,69.09
TX00000478,1,Fruagmenats part part,76.02
TX00000478,2,part Falre,54.15
TX00000561,1,item,91.35
TX00000135,1,Gluimmer,51.18
TX00000506,1,lGassliuke,11.16
TX00000506,2,Eclipsde Saeffron object,80.12
TX00000513,1,,13.99
TX00000513,2,item Safon,16.77
TX00000513,3,Liinal stuff,76.21
TX00001371,1,unit,26.64
TX00001371,2,stuff piece,59.6
TX00001371,3,Ufnoldoing,16.69
TX00001371,4,,36.99
TX00001371,5,part,20.43
TX00000435,1,Limainal,78.73
TX00000435,2,Wihspreing Emperlight,68.11
TX00000435,3,Ethe's Embraca,77.27
TX00000435,4,Sunli tGossaer,81.03
TX00000873,1,thing Onfoldeng,87.95
TX00000873,2,eVins of Motio,84.89
TX00000873,3,Horizonsceap,18.46
TX00001462,1,Manthread,75.78
TX00001462,2,object,53.68
TX00001462,3,Parado xGleam,2.44
TX00000752,1,,49.6
TX00000752,2,eority,40.94
TX00000752,3,Shedowing,65.72
TX00000752,4,Frgaents,90.25
TX00000752,5,Embaer stuff,11.46
TX00000665,1,Thraaded Horison,90.0
TX00000665,2,Teapestroy,70.82
TX00000665,3,Revrie,41.18
TX00000665,4,Hoirzan,54.63
TX00000158,1,piece part,20.09
TX00000158,2,oFraments part,14.14
TX00000158,3,rPism Onfolding,51.83
TX00000158,4,piece part,81.13
TX00001253,1,,36.6
TX00001292,1,item's part,39.33
TX00001292,2,item,44.48
TX00001292,3,ternal Sundawn,82.41
TX00001292,4,Felow,91.22
TX00001292,5,Hoizn,63.96
TX00000575,1,Reoverberance,75.71
TX00000352,1,part,1.44
TX00000352,2,,29.99
TX00000352,3,element,85.31
TX00000937,1,,56.79
TX00000937,2,element,1.58
TX00001295,1,thing,70.45
TX00001392,1,element,71.74
TX00001392,2,,61.31
TX00001392,3,Scatterd object,39.0
TX00001392,4,,47.56
TX00001300,1,Scatduered,29.18
TX00001300,2,Vins,97.78
TX00000591,1,Ethebround Wihspers,75.01
TX00000591,2,Etheirbonud,27.02
TX00000664,1,Lominous,65.83
TX00000195,1,unit,43.12
TX00000195,2,Cormson,1.43
TX00000195,3,part,79.71
TX00000195,4,Unfloing,55.0
TX00000195,5,part,30.58
TX00001240,1,,51.29
TX00001048,1,Splintieed unit,18.82
TX00001048,2,Rfitbone,16.83
TX00001048,3,Cresecnt Asahore,78.62
TX00000438,1,part,32.16
TX00001435,1,Peric object,69.65
TX00001435,2,thing,8.22
TX00001435,3,thing thing,12.59
TX00000643,1,Etrenal Tapesry,47.34
TX00000643,2,,55.73
TX00000643,3,thing,98.05
TX00000643,4,Revrie,36.78
TX00000096,1,,74.87
TX00000584,1,Glasleke,63.88
TX00000584,2,iLmuinal,36.53
TX00000584,3,erenaed,11.08
TX00000584,4,,93.7
TX00001214,1,,63.56
TX00001214,2,Celesta,73.76
TX00001214,3,item,43.35
TX00000156,1,part,22.07
TX00000156,2,,47.81
TX00000156,3,Framgaents part,78.67
TX00000156,4,Trheaded Horizn,89.44
TX00000419,1,unlit Gossaer,23.39
TX00000419,2,Fragmnets ouf part,21.1
TX00000419,3,,67.76
TX00000419,4,,60.67
TX00000419,5,part thing,37.33
TX00000410,1,unit,5.49
TX00001222,1,,83.11
TX00000477,1,part unit,61.36
TX00000477,2,Sunit part,14.55
TX00000477,3,part fo Lutser,57.18
TX00000514,1,unit Saffran oLayers,87.09
TX00001285,1,part,96.82
TX00001453,1,object,20.3
TX00001118,1,,96.9
TX00001118,2,Lminouis,97.52
TX00001118,3,Luinouz,55.64
TX00000447,1,part part,75.66
TX00000447,2,Tempes unit,91.7
TX00000178,1,thing Dreft,79.19
TX00000390,1,Veuil unit piece,53.88
TX00001289,1,thing Shif,48.41
TX00001289,2,thing,24.75
TX00001307,1,Scaettere piece,13.74
TX00001307,2,Veinz,81.23
TX00001366,1,Veains,69.46
TX00001366,2,Scattred thing,66.48
TX00001366,3,Unfoldinuig,33.12
TX00001366,4,Sctateret,50.07
TX00001366,5,Unefolding piece,78.04
TX00001047,1,,91.77
TX00001047,2,Horion Quever,51.99
TX00001047,3,Slpintered Zephy,50.46
TX00001047,4,Rfitborne stuff,74.08
TX00001047,5,item unit,73.64
TX00001142,1,Eethrs,21.05
TX00001142,2,thing unit,21.31
TX00001142,3,Suonlit,53.46
TX00000634,1,Taepstury,53.06
TX00000634,2,Luminos,19.8
TX00000634,3,isp,46.58
TX00000634,4,Threadad stuff,54.66
TX00000634,5,,5.99
TX00000865,1,Harvestet Stilness,10.83
TX00000865,2,Softwae object,14.72
TX00000865,3,Sofwtake Fregment,66.36
TX00000787,1,Zuruga,84.11
TX00000787,2,,93.52
TX00000787,3,Fragmendz,7.73
TX00000787,4,,39.33
TX00000744,1,Veority,85.5
TX00000859,1,himmering,7.27
TX00000859,2,oftwake,59.21
TX00000859,3,aSimmering,37.58
TX00000294,1,Qiuet,38.37
TX00000294,2,object unit,42.81
TX00000294,3,,45.51
TX00000294,4,Solae Betwen,29.26
TX00000544,1,Rveerberancee,78.83
TX00001362,1,piece,1.83
TX00000088,1,part unit,7.17
TX00000088,2,,72.76
TX00000088,3,item part,35.23
TX00001031,1,Fragmen unit,98.62
TX00001031,2,Elloyed,89.84
TX00001031,3,Csecent object,90.11
TX00001031,4,Cescent piece,91.88
TX00001379,1,piece Amuber,63.81
TX00001379,2,thing,10.9
TX00000576,1,,69.09
TX00000576,2,object thing,75.02
TX00000906,1,element,32.7
TX00000906,2,element,48.18
TX00000906,3,,64.39
TX00000906,4,loom,56.02
TX00000906,5,Caruleian item,45.07
TX00001387,1,object gmber,77.82
TX00001387,2,,24.88
TX00001387,3,,73.76
TX00001387,4,Scatteed low,50.15
TX00001387,5,,34.03
TX00001091,1,unit unit,10.74
TX00001091,2,,8.7
TX00001091,3,Horisno,84.23
TX00001091,4,stuff element,27.74
TX00000943,1,iGilded,25.95
TX00000290,1,eEdge,50.18
TX00000290,2,Aweakneed,23.38
TX00000290,3,Feractured Kurrent,65.28
TX00000290,4,item,44.04
TX00001418,1,object,82.67
TX00001018,1,Froegment element,52.56
TX00001018,2,iftborne Allurae,26.05
TX00001018,3,Fragent oSngline,33.87
TX00001018,4,Horizan uQiver,97.08
TX00000348,1,stuff Holluows,61.83
TX00000348,2,Wildthor item,32.34
TX00000567,1,Liminaiil,13.4
TX00000567,2,Seenade,15.82
TX00000567,3,Revarberaonce,40.79
TX00000567,4,piece unit,57.68
TX00000567,5,Ecilpasd,17.04
TX00001412,1,object,47.75
TX00001058,1,element,66.95
TX00000599,1,Fractuert part,11.32
TX00000599,2,Eclipzed Leyeres,72.01
TX00000599,3,everberance,41.31
TX00000599,4,item Laeers,98.91
TX00000599,5,,21.09
TX00000458,1,Fragmneds part part,60.98
TX00000458,2,,36.46
