transaction_id,terminal_id,customer_id,amount,currency,transaction_time,transaction_hour,transaction_weekday,payment_method,item_count,operator_id,device_id,batch_id,auth_code,response_code,network_type,session_id,reference_number,trace_id,pos_entry_mode,true_mcc
TX00000809,T000156,C000157,444.44,USD,2024-05-03 08:00:00,8,Friday,MOBILE,1,OP36,DEV-B230,B7596,577708,00,WIFI,b4491dc9,REF59344407,55a23543-61b4-486c-936c-60beef4303fb,07,5912
TX00000617,T000123,C000254,131.18,EUR,2024-11-22 15:00:00,15,Friday,MOBILE,5,OP26,DEV-C246,B8835,418248,00,LAN,dc00de1e,REF12898255,a431d429-c766-4462-ac13-a4be5b227b39,05,5311
TX00000932,T000190,C000041,313.0,GBP,2024-10-25 09:00:00,9,Friday,CASH,3,OP32,DEV-B544,B3477,595748,00,WIFI,fa052fad,REF10861645,709471dc-a69e-4637-acf7-4631915217d6,81,5977
TX00000619,T000132,C000020,201.37,EUR,2024-03-15 18:00:00,18,Friday,MOBILE,5,OP11,DEV-C371,B3964,396885,05,4G,eed18ec4,REF25873604,b6b6755a-14c0-4a50-b85e-2cc15f0d00cd,05,5311
TX00000188,T000031,C000113,288.39,USD,2024-08-14 15:00:00,15,Wednesday,MOBILE,2,OP05,DEV-A791,B4251,262255,00,WIFI,b39de283,REF39386729,d6764ede-de34-47f1-a21b-d64224f31461,81,5462
TX00000710,T000151,C000160,454.3,GBP,2024-10-13 16:00:00,16,Sunday,MOBILE,5,OP24,DEV-C235,B1075,326049,00,LAN,e59f01e3,REF31701972,c81ee20b-407d-42a1-811b-c2c5f935c5d2,05,5732
TX00000936,T000178,C000106,444.15,EUR,2024-12-14 23:00:00,23,Saturday,CASH,4,OP38,DEV-B526,B8976,592078,00,LAN,a847d534,REF40435778,4beb9237-9ab5-4078-9d8a-546bb3161a52,05,5977
TX00001168,T000221,C000373,184.38,USD,2024-04-27 07:00:00,7,Saturday,CARD,1,OP41,DEV-D908,B9268,891652,00,5G,6afc8058,REF83407060,6f8c215f-bca1-4e1d-aea3-33b0fcbd2be6,07,5995
TX00001219,T000242,C000403,207.34,GBP,2024-06-18 16:00:00,16,Tuesday,MOBILE,1,OP58,DEV-E540,B8520,020625,05,LAN,d9b5d71d,REF15943124,6f44c4ff-2dd8-4250-aec2-674301f7b737,07,5941
TX00001097,T000199,C000218,132.46,GBP,2024-04-02 13:00:00,13,Tuesday,MOBILE,5,OP50,DEV-D524,B8799,842546,00,5G,d6258165,REF25588958,b8f16be7-dd37-4a0d-9de6-d5b4e7ea5e19,05,5261
TX00000901,T000185,C000309,226.69,GBP,2024-08-07 19:00:00,19,Wednesday,CASH,2,OP38,DEV-B814,B3627,519653,00,WIFI,6ced228e,REF38466364,bdb6c9f5-e467-4873-b421-08a630441b63,07,5977
TX00000083,T000005,C000046,432.85,EUR,2024-10-07 06:00:00,6,Monday,CASH,5,OP04,DEV-A975,B7052,125789,00,LAN,1f5de4e9,REF35793612,3e5cf196-83ad-453a-9125-38a8b38a5afb,07,5411
TX00000701,T000142,C000106,294.33,USD,2024-10-01 19:00:00,19,Tuesday,CARD,1,OP16,DEV-C731,B6564,482415,00,WIFI,11fbade7,REF60304388,a409adc8-d821-4ccf-8831-5d4bf2577511,07,5732
TX00000048,T000014,C000371,190.26,EUR,2024-09-24 06:00:00,6,Tuesday,CASH,4,OP05,DEV-A564,B3901,219429,00,WIFI,c07189fb,REF30766764,f2670510-55b2-4c62-8339-228af358e9be,07,5411
TX00001283,T000248,C000188,474.48,GBP,2024-05-27 08:00:00,8,Monday,MOBILE,2,OP57,DEV-E557,B3690,930298,00,4G,6b9b69c7,REF63324810,43030282-6565-40a4-83c5-831b1118a6bf,81,5941
TX00000155,T000025,C000178,294.32,EUR,2024-10-19 16:00:00,16,Saturday,CARD,1,OP05,DEV-A903,B8802,194559,00,4G,a8c3cae8,REF34209460,5edcedcd-c25e-42b2-bb5b-307ee74bdafe,81,5462
TX00001151,T000224,C000238,18.97,EUR,2024-01-26 13:00:00,13,Friday,CASH,5,OP48,DEV-D718,B3489,825575,00,4G,e898e697,REF63963968,e6c5bab8-1c6f-449a-baca-2d45dc8cb55b,07,5995
TX00001141,T000228,C000207,145.69,EUR,2024-05-03 07:00:00,7,Friday,MOBILE,2,OP46,DEV-D709,B9879,755422,00,4G,a64a7e6d,REF92615050,0e794088-c796-4c39-b294-598f668f2cd3,81,5995
TX00000974,T000177,C000167,304.83,EUR,2024-01-07 10:00:00,10,Sunday,CARD,1,OP35,DEV-B596,B4147,543204,00,5G,e81589e1,REF71096872,b1ca7ce2-859a-4473-9f03-7f0e2e0c4d39,81,5977
TX00001057,T000198,C000077,448.2,GBP,2024-05-05 07:00:00,7,Sunday,MOBILE,3,OP44,DEV-D941,B2359,821766,00,5G,e34faea1,REF76928515,cfd5a61e-a940-49c9-aad9-3ade9c3405f7,05,5261
TX00000807,T000156,C000365,161.51,EUR,2024-01-08 20:00:00,20,Monday,CASH,3,OP38,DEV-B700,B2356,560806,05,5G,4a56eabe,REF78636380,5837a646-e541-4d44-a074-3e3bfeec5c64,91,5912
TX00001229,T000256,C000348,406.72,GBP,2024-01-19 18:00:00,18,Friday,CASH,5,OP60,DEV-E611,B2041,945805,00,WIFI,ab10c47f,REF85972484,ccf43234-7801-47a6-b877-12f94166c024,81,5941
TX00001480,T000293,C000133,355.77,EUR,2024-11-02 21:00:00,21,Saturday,MOBILE,2,OP57,DEV-E693,B5971,035978,05,4G,f70e9bf4,REF17845715,e2103817-81fd-4877-9f1b-82422dcf37ca,81,5945
TX00001436,T000282,C000475,247.25,USD,2024-05-14 23:00:00,23,Tuesday,CARD,4,OP52,DEV-E722,B6341,013600,00,4G,fb18d62a,REF44823837,52d4cdf5-2e15-4e9c-9ad2-3f25fd1d9153,81,5945
TX00000179,T000022,C000189,338.58,EUR,2024-10-19 06:00:00,6,Saturday,CASH,3,OP02,DEV-A856,B4631,267106,00,4G,9d5f46b4,REF34622346,8cba182b-2f97-4e5e-b7c8-820f8bd81670,05,5462
TX00001355,T000261,C000163,137.16,USD,2024-04-22 16:00:00,16,Monday,CASH,5,OP51,DEV-E856,B5790,083259,00,5G,c8377246,REF56488366,ad7c134f-2001-4319-85e3-75cb7af3835b,81,5942
TX00001246,T000238,C000230,107.34,USD,2024-01-10 20:00:00,20,Wednesday,CASH,5,OP58,DEV-E395,B6970,930994,05,WIFI,6aef3a35,REF53150061,b0485c45-5adf-4310-affd-9b4cb3c68b31,81,5941
TX00001040,T000199,C000212,70.15,EUR,2024-05-13 07:00:00,7,Monday,CASH,1,OP41,DEV-D184,B8409,845597,00,WIFI,84eff35e,REF93149759,313576f1-ad12-4cbb-bd08-9cb4f8696802,07,5261
TX00000949,T000176,C000461,12.14,GBP,2024-06-10 19:00:00,19,Monday,CARD,3,OP33,DEV-B412,B2356,622328,00,4G,88ad5da5,REF42968377,3b7bdd10-e773-4fd0-9542-03fd19c3f61b,07,5977
TX00000816,T000173,C000478,19.19,USD,2024-04-25 13:00:00,13,Thursday,CASH,3,OP35,DEV-B936,B6756,647722,05,5G,fd62a9e5,REF26827538,f6732e2f-f8f4-4313-a6b9-ac683eec1e83,91,5912
TX00000363,T000071,C000072,13.11,USD,2024-07-08 15:00:00,15,Monday,CASH,3,OP07,DEV-A484,B4061,236044,00,4G,1022aff0,REF29752845,9ed8982f-6e16-44ca-8b4f-3c3039068fd9,91,5814
TX00001177,T000233,C000125,431.34,USD,2024-11-20 18:00:00,18,Wednesday,CARD,2,OP50,DEV-D488,B9808,870510,00,LAN,bafe3a44,REF47706512,8303168a-cbc6-4f1f-971d-44226f6d709a,91,5995
TX00001198,T000231,C000146,338.23,EUR,2024-08-26 07:00:00,7,Monday,CASH,4,OP44,DEV-D379,B6169,874449,05,5G,099cd82a,REF33622643,98bd9126-c972-417f-aed4-8d3440792c28,91,5995
TX00000346,T000062,C000360,446.37,USD,2024-09-03 08:00:00,8,Tuesday,MOBILE,1,OP08,DEV-A729,B9092,141632,00,LAN,0b449871,REF90506717,aec9a046-e3bb-48c7-a828-7da1c332da38,05,5814
TX00001010,T000195,C000056,375.88,EUR,2024-12-05 18:00:00,18,Thursday,MOBILE,2,OP47,DEV-D571,B6869,881171,14,WIFI,4e5d6303,REF51956607,4afd525c-ef6c-4bd7-a2a4-5425922c3259,81,5261
TX00000614,T000130,C000065,236.21,EUR,2024-02-20 13:00:00,13,Tuesday,CASH,1,OP23,DEV-C197,B7663,486284,00,5G,1ebd9105,REF82239506,3a6b543e-9218-497d-b047-95d566237cf3,05,5311
TX00000965,T000193,C000143,433.86,EUR,2024-08-10 09:00:00,9,Saturday,CASH,4,OP32,DEV-B790,B2546,699080,00,4G,8bc1141f,REF16417911,8402f39f-8de9-4963-8577-da04b4fd89e1,91,5977
TX00001273,T000253,C000491,302.2,USD,2024-04-01 12:00:00,12,Monday,CARD,3,OP60,DEV-E899,B1550,995062,14,LAN,1ce238c7,REF98368477,fefcd8d6-6408-4a1c-8f1f-0b1e8d439f21,91,5941
TX00000589,T000096,C000009,154.12,GBP,2024-11-04 12:00:00,12,Monday,CASH,5,OP17,DEV-C403,B2873,314389,00,LAN,81af7819,REF34576822,44a74012-4df1-49b9-948a-fcd3a39c1086,81,5699
TX00001288,T000255,C000108,266.47,EUR,2024-09-20 23:00:00,23,Friday,CASH,5,OP54,DEV-E824,B3221,934240,00,WIFI,34abab72,REF70068638,a98950c5-ea35-4438-ac4f-c44d2b249e94,07,5941
TX00000631,T000130,C000259,269.8,USD,2024-09-16 07:00:00,7,Monday,MOBILE,1,OP27,DEV-C647,B1313,365218,00,LAN,2df167bd,REF96477790,fbf48147-bff2-4902-b226-49b01c2dc038,07,5311
TX00000243,T000050,C000074,156.59,GBP,2024-05-12 21:00:00,21,Sunday,CASH,3,OP03,DEV-A972,B2612,277694,00,5G,53efd317,REF46155999,8207c801-e25d-4868-8a58-0b1f093e7df6,07,5812
TX00001374,T000269,C000258,44.33,USD,2024-07-08 23:00:00,23,Monday,CARD,3,OP52,DEV-E572,B5181,015299,00,4G,d57a7cf7,REF23327702,7c75015a-73ca-43e6-a5e2-f4dbf378b64a,05,5942
TX00001451,T000291,C000153,452.52,USD,2024-05-13 10:00:00,10,Monday,MOBILE,4,OP60,DEV-E281,B8030,083099,00,WIFI,0ddabb4b,REF20230032,2dab33ba-81a9-4b9d-b975-1e432e39a1ea,05,5945
TX00000764,T000136,C000408,343.45,USD,2024-05-15 07:00:00,7,Wednesday,CARD,1,OP14,DEV-C443,B6504,354945,00,LAN,f15411ac,REF26012829,e433b0da-7aae-4bc9-9e65-04a433a7d8ad,05,5732
TX00000987,T000189,C000490,30.97,GBP,2024-07-22 12:00:00,12,Monday,CARD,2,OP33,DEV-B325,B6277,659927,14,WIFI,d9e1de4b,REF92321426,3522b45e-1ab1-45f4-b26a-fbe6105f597d,07,5977
TX00000411,T000077,C000408,138.36,USD,2024-07-05 13:00:00,13,Friday,CASH,3,OP11,DEV-C777,B3673,421624,00,WIFI,8816f821,REF64382788,690065f3-5fb5-4ae8-96a2-f850c4446c04,91,5651
TX00001420,T000278,C000085,305.64,EUR,2024-10-05 12:00:00,12,Saturday,CARD,1,OP54,DEV-E909,B5980,925972,00,5G,9dd51cc6,REF95681139,6b2eab70-0ae8-4df2-8cd7-365f66480d76,07,5945
TX00001225,T000251,C000344,51.18,USD,2024-06-16 19:00:00,19,Sunday,CARD,5,OP51,DEV-E497,B5090,027210,14,WIFI,bc501368,REF89444680,6022de93-c5ed-4427-90c3-2c5feafd864e,81,5941
TX00000308,T000070,C000040,92.05,USD,2024-09-01 11:00:00,11,Sunday,CASH,2,OP06,DEV-A740,B6420,289358,00,LAN,c83b7ccd,REF89431668,939c58d9-4854-4fa7-bffa-a587f02c136c,05,5814
TX00000881,T000174,C000460,267.65,GBP,2024-06-26 21:00:00,21,Wednesday,MOBILE,1,OP36,DEV-B881,B9876,616542,05,WIFI,6f3f0ddd,REF49161178,3da485b1-5139-4563-99df-f496d13b12a5,91,5912
TX00000398,T000074,C000217,129.33,EUR,2024-12-25 15:00:00,15,Wednesday,MOBILE,2,OP03,DEV-A742,B6082,152909,00,WIFI,f361f15e,REF35960277,d0986479-f3df-43ef-b347-05fdd8ecc086,07,5814
TX00000370,T000070,C000169,153.05,USD,2024-07-19 18:00:00,18,Friday,CARD,5,OP01,DEV-A705,B4071,138698,05,LAN,9728201a,REF82774096,e501b83c-f802-490f-b247-72aaad27330d,81,5814
TX00000054,T000015,C000172,304.16,EUR,2024-08-25 21:00:00,21,Sunday,CASH,3,OP08,DEV-A788,B8780,210947,00,5G,18affc45,REF10974683,8662914f-c9f9-4d46-990b-1391e23e58eb,91,5411
TX00001338,T000257,C000148,443.25,EUR,2024-07-12 11:00:00,11,Friday,MOBILE,5,OP54,DEV-E952,B3230,998239,00,5G,e91796e9,REF28464221,fb05a093-0c05-451b-ac20-2209ae318146,81,5942
TX00001182,T000227,C000133,182.38,EUR,2024-01-04 18:00:00,18,Thursday,CARD,5,OP44,DEV-D602,B8858,839882,00,LAN,20aaa597,REF32636753,8b708d86-9da8-403b-80fd-79d360b25428,91,5995
TX00000312,T000072,C000484,96.04,USD,2024-03-19 11:00:00,11,Tuesday,CARD,4,OP08,DEV-A563,B2560,128275,00,LAN,1543df39,REF59084772,d9b32590-1fa3-4dd6-b77b-b60f1560042a,05,5814
TX00000921,T000183,C000346,402.9,USD,2024-08-08 19:00:00,19,Thursday,CARD,3,OP40,DEV-B712,B4446,550732,00,4G,663222ea,REF92617088,ced4fbf6-f2da-4e57-b54b-f7553806d53e,07,5977
TX00000109,T000029,C000191,46.33,EUR,2024-10-11 22:00:00,22,Friday,MOBILE,4,OP08,DEV-A765,B2430,157641,00,5G,e1fe495b,REF27311971,07202401-5b01-4aab-82a8-e51173249bfd,91,5462
TX00000718,T000145,C000086,279.95,USD,2024-10-13 08:00:00,8,Sunday,CARD,3,OP16,DEV-C118,B8575,426427,05,5G,a61af48a,REF95583659,3e11fbff-9f2e-4a5d-893c-cc4dbeb61cb7,81,5732
TX00000691,T000124,C000126,278.15,EUR,2024-06-16 09:00:00,9,Sunday,MOBILE,1,OP28,DEV-C192,B1953,346193,00,LAN,1802a21b,REF30866574,365cc776-b9e4-42ce-a709-3939437c9eff,91,5311
TX00000100,T000023,C000124,109.31,USD,2024-09-14 10:00:00,10,Saturday,CARD,2,OP04,DEV-A470,B1020,227510,00,LAN,5c5463d5,REF28703143,dfbcbe67-5f95-45da-8a85-e465440213c3,81,5462
TX00001125,T000219,C000145,212.53,GBP,2024-07-10 17:00:00,17,Wednesday,CASH,2,OP48,DEV-D793,B8498,767357,00,WIFI,8ba0f88a,REF30055773,4d872ae9-a7ee-4f9c-af65-0425ee385580,07,5995
TX00000669,T000124,C000259,80.34,USD,2024-02-23 23:00:00,23,Friday,MOBILE,2,OP29,DEV-C820,B3794,317034,00,4G,6b7c06fa,REF96431172,9777f1b5-da30-4f21-92f0-00b42bb32ff9,05,5311
TX00001375,T000257,C000226,391.02,EUR,2024-12-05 22:00:00,22,Thursday,CASH,4,OP53,DEV-E824,B9900,914962,00,4G,ca605315,REF88874730,30f18b3d-5ca7-44bb-ac10-3989926d5b06,81,5942
TX00000266,T000056,C000063,272.92,GBP,2024-05-27 20:00:00,20,Monday,CASH,2,OP03,DEV-A310,B5540,211411,00,4G,32dc6adf,REF94361980,f26bf319-94c5-4111-bc4f-e5da7d225255,91,5812
TX00000678,T000118,C000045,384.38,USD,2024-11-27 15:00:00,15,Wednesday,MOBILE,5,OP15,DEV-C188,B4445,431446,00,5G,0df50bff,REF12307458,8e009a98-d2ea-4e31-9ce1-e89814c688a1,91,5311
TX00000296,T000049,C000375,228.89,EUR,2024-07-15 19:00:00,19,Monday,CASH,3,OP01,DEV-A542,B9241,263788,00,LAN,37c42a09,REF57370989,04d897d0-4afe-42b2-871c-7fd5f2a8df8a,07,5812
TX00000529,T000113,C000131,143.12,EUR,2024-03-20 17:00:00,17,Wednesday,CARD,4,OP20,DEV-C675,B8284,394654,00,LAN,2f0d9356,REF89604276,e90663b0-2b6f-497a-9dbf-d7ea1a21aaae,07,5699
TX00000944,T000185,C000306,458.95,GBP,2024-04-22 19:00:00,19,Monday,CARD,2,OP40,DEV-B954,B1576,588823,00,5G,0f3ef278,REF54682192,4349d8d3-34d6-4992-b17b-03eebdffce25,07,5977
TX00001013,T000209,C000078,197.97,USD,2024-09-27 17:00:00,17,Friday,MOBILE,2,OP50,DEV-D523,B5528,735692,00,LAN,c785cebb,REF40645572,21204777-89bc-4924-9a8a-e2d775e842db,81,5261
TX00000950,T000185,C000457,469.3,USD,2024-06-23 19:00:00,19,Sunday,MOBILE,5,OP35,DEV-B272,B4037,530623,00,LAN,0b04470a,REF90654516,1f3f509e-f44d-4a3f-ad6b-d7700d12860e,81,5977
TX00000377,T000059,C000401,86.27,EUR,2024-01-28 11:00:00,11,Sunday,CASH,1,OP01,DEV-A961,B9731,270752,00,5G,06803353,REF53876873,b45e16ec-4fd2-4ce2-a0f1-8b5adbaafaf1,91,5814
TX00000286,T000055,C000024,483.55,EUR,2024-09-01 07:00:00,7,Sunday,CARD,3,OP08,DEV-A724,B4981,179147,00,5G,ac2d400e,REF88848869,651fb2ab-4ee5-42cb-a1ac-9f3873258592,07,5812
TX00001438,T000281,C000384,83.04,USD,2024-02-03 17:00:00,17,Saturday,CASH,1,OP58,DEV-E756,B7091,984017,00,WIFI,f697d06e,REF41710030,b3d49482-2402-4296-9775-99dffbd211df,07,5945
TX00000730,T000139,C000473,405.52,USD,2024-07-18 13:00:00,13,Thursday,CASH,3,OP25,DEV-C152,B5055,495436,00,LAN,0b6a1e22,REF72727169,d1bcbff6-2f49-4b04-ad4c-9f98efb763f9,07,5732
TX00000126,T000026,C000139,408.87,GBP,2024-10-24 19:00:00,19,Thursday,CARD,5,OP04,DEV-A803,B9662,186499,05,LAN,fae74c83,REF75475674,57276023-c5ac-4295-aa12-25360020bd93,91,5462
TX00000327,T000072,C000155,225.31,GBP,2024-05-01 06:00:00,6,Wednesday,MOBILE,2,OP07,DEV-A716,B8710,297428,00,WIFI,eacc98f4,REF10036337,7ea66dcf-f1e0-4f95-ae88-f80b37138272,05,5814
TX00000292,T000044,C000258,36.51,USD,2024-03-10 18:00:00,18,Sunday,MOBILE,2,OP04,DEV-A842,B4250,154741,00,LAN,2129812d,REF96454359,836f27b0-5547-4111-9327-9cd89cf05605,05,5812
TX00000548,T000099,C000109,309.45,GBP,2024-03-18 07:00:00,7,Monday,CARD,2,OP27,DEV-C695,B5913,450762,00,WIFI,c1b4e0ee,REF73991263,6464da05-c2c3-475a-8d77-b1a03f2a4a26,07,5699
TX00000727,T000141,C000381,116.57,USD,2024-09-12 15:00:00,15,Thursday,CASH,5,OP22,DEV-C538,B8994,485051,00,5G,a3c29131,REF11446903,9fb18d5c-70e2-460d-a4ad-263ce2c18129,07,5732
TX00000908,T000182,C000082,117.4,USD,2024-03-06 17:00:00,17,Wednesday,CASH,5,OP31,DEV-B226,B2046,518363,00,LAN,208be778,REF86721626,47d09fd3-56f8-41df-ada9-33d899030be8,05,5977
TX00000355,T000075,C000307,419.29,GBP,2024-12-03 10:00:00,10,Tuesday,CASH,2,OP05,DEV-A310,B7891,252215,00,5G,bb4a886a,REF69349666,931a2d82-0b48-4f91-9ebf-d06fbcf1222d,07,5814
TX00000170,T000033,C000225,9.39,USD,2024-08-01 20:00:00,20,Thursday,CASH,4,OP01,DEV-A730,B3801,295594,00,4G,ed0a0e33,REF53082466,323bcfac-bdb7-4998-b094-fc5d3fa160db,81,5462
TX00000966,T000181,C000257,357.87,USD,2024-05-27 13:00:00,13,Monday,MOBILE,3,OP37,DEV-B239,B4976,615392,00,5G,13b2d9c4,REF60242229,1af38ce5-9640-4d4e-ac2f-e014e01a5d00,81,5977
TX00001133,T000223,C000007,223.55,GBP,2024-09-09 23:00:00,23,Monday,MOBILE,5,OP48,DEV-D259,B8119,870428,00,LAN,8c6e09e0,REF43636093,3bc17332-578f-4bba-97fa-010260cdcd8d,91,5995
TX00000651,T000127,C000137,380.19,USD,2024-03-01 20:00:00,20,Friday,CARD,1,OP15,DEV-C457,B3703,395879,00,LAN,6d70af3c,REF97560003,bde78f12-8478-4d6d-89c6-215d67790fd8,81,5311
TX00000209,T000046,C000349,399.15,USD,2024-11-26 17:00:00,17,Tuesday,CASH,5,OP02,DEV-A601,B4632,292709,00,LAN,1d57bc88,REF82202263,93b4f01f-3ad7-428b-ac50-7f4ce5ab1e1a,07,5812
TX00001397,T000270,C000153,371.5,USD,2024-08-12 10:00:00,10,Monday,CARD,1,OP55,DEV-E437,B4280,018129,00,LAN,df8587ba,REF76452258,733a71ea-353b-4d31-80de-f74822028d9c,07,5942
TX00000140,T000025,C000126,238.92,USD,2024-08-28 06:00:00,6,Wednesday,CARD,5,OP01,DEV-A782,B5851,144581,00,LAN,425e3c4e,REF11306458,ef35ede7-cd8e-4a41-971d-b9ed440d14b5,81,5462
TX00001083,T000213,C000471,446.56,EUR,2024-01-02 09:00:00,9,Tuesday,CARD,1,OP45,DEV-D997,B6749,876684,00,LAN,15dcf360,REF97192052,609f9ed2-1368-4c9d-bf9e-0a7682599f27,07,5261
TX00000990,T000187,C000261,380.77,EUR,2024-05-28 23:00:00,23,Tuesday,MOBILE,5,OP32,DEV-B853,B5187,583976,00,WIFI,a68fa243,REF62860739,44fe04ed-0a7a-43ea-8899-bd7d987f741d,91,5977
TX00000650,T000122,C000214,484.82,USD,2024-11-28 22:00:00,22,Thursday,MOBILE,2,OP17,DEV-C514,B3904,422359,00,4G,f04fee9c,REF25128630,eed5d265-0cae-4999-985c-b649d7064f7f,81,5311
TX00001188,T000221,C000313,375.68,EUR,2024-05-10 17:00:00,17,Friday,MOBILE,3,OP48,DEV-D932,B5748,773833,05,4G,bd150028,REF26658243,4251aabb-626c-452d-aabb-2856f619126e,81,5995
TX00001498,T000292,C000294,267.91,GBP,2024-04-04 09:00:00,9,Thursday,CASH,4,OP59,DEV-E427,B3631,075030,00,5G,c714c201,REF41135441,d1fc24d4-a233-4dc3-bb99-4069c73624c8,05,5945
TX00000485,T000090,C000136,127.88,USD,2024-08-19 21:00:00,21,Monday,CASH,4,OP29,DEV-C549,B8013,423376,00,WIFI,1fb4ffa6,REF75089615,ffd4a9d8-3bc1-4a52-8f31-5163244c5139,81,5651
TX00000527,T000112,C000161,97.04,USD,2024-11-03 09:00:00,9,Sunday,MOBILE,1,OP22,DEV-C106,B5933,321988,14,LAN,7b60c67b,REF91928972,30653e42-3c22-4f00-8520-dd64cb27bfe3,07,5699
TX00000199,T000028,C000110,143.59,EUR,2024-02-24 10:00:00,10,Saturday,MOBILE,1,OP06,DEV-A743,B1140,286607,00,WIFI,4d022266,REF44191883,ae0c3856-ecf3-487b-b23e-c52bfd2b3235,07,5462
TX00000889,T000172,C000354,367.58,GBP,2024-06-05 10:00:00,10,Wednesday,MOBILE,4,OP40,DEV-B583,B2286,582819,00,5G,a8f34fee,REF25563032,4fd85eb6-f309-4f78-8721-1a063440586a,05,5912
TX00000844,T000157,C000067,420.99,EUR,2024-02-04 15:00:00,15,Sunday,MOBILE,3,OP38,DEV-B218,B3086,612126,00,WIFI,4be6b980,REF10578224,993011e7-acde-45fd-a05c-0d63d523a85c,07,5912
TX00001068,T000209,C000148,171.82,USD,2024-06-27 10:00:00,10,Thursday,MOBILE,1,OP49,DEV-D592,B2108,847115,05,WIFI,53efaa23,REF29270621,f80eefc1-1743-407b-bd4f-c69283c23ade,81,5261
TX00001205,T000251,C000361,181.49,EUR,2024-06-28 15:00:00,15,Friday,MOBILE,2,OP51,DEV-E375,B5750,098805,00,LAN,35ea942d,REF61760045,5ffeac1d-2a92-4f44-8967-11b1832567a8,05,5941
TX00001054,T000198,C000398,337.58,USD,2024-04-24 16:00:00,16,Wednesday,MOBILE,3,OP41,DEV-D852,B5439,791523,00,5G,29cfbf93,REF63720043,b8a688af-37d3-4e4f-8dd2-0e56aa54db03,05,5261
TX00000010,T000020,C000088,209.52,GBP,2024-01-22 06:00:00,6,Monday,MOBILE,4,OP05,DEV-A870,B8241,254778,00,LAN,b2535e6b,REF27948365,0974e74b-66e8-40fb-83ba-7ad2ae3b4847,05,5411
TX00000147,T000034,C000400,438.58,EUR,2024-03-13 23:00:00,23,Wednesday,CARD,2,OP06,DEV-A923,B6920,227785,00,LAN,474d379f,REF21488759,fd8671a1-2eb5-44d5-ace9-63b551cbb0a7,81,5462
TX00000721,T000144,C000317,92.93,USD,2024-04-18 17:00:00,17,Thursday,CASH,4,OP24,DEV-C298,B2893,312459,00,4G,b7c10c20,REF21328270,d5244508-e250-4b0c-8d0f-2759321480df,07,5732
TX00000282,T000049,C000450,387.13,GBP,2024-12-28 20:00:00,20,Saturday,CARD,4,OP02,DEV-A276,B2932,180151,00,4G,acd25edf,REF30759612,d2885156-683a-4578-b2fe-81cb287e1aef,81,5812
TX00000298,T000041,C000355,107.19,GBP,2024-08-01 11:00:00,11,Thursday,MOBILE,2,OP09,DEV-A767,B5631,136137,00,LAN,5a0d5d3c,REF98536920,ea5fa743-a89c-4918-9371-7b72d980229d,91,5812
TX00000613,T000121,C000376,470.78,USD,2024-12-25 16:00:00,16,Wednesday,CASH,4,OP15,DEV-C779,B6173,322995,00,LAN,ad1167a5,REF90542263,7c3f2d60-08f6-489e-8696-87e24b95c13e,05,5311
TX00000291,T000044,C000073,223.8,USD,2024-08-24 17:00:00,17,Saturday,MOBILE,5,OP03,DEV-A630,B1361,139968,00,LAN,d9a95366,REF19046325,c5c32690-d217-44d3-9833-4956a346517f,07,5812
TX00000649,T000132,C000226,327.69,EUR,2024-09-16 12:00:00,12,Monday,MOBILE,2,OP28,DEV-C222,B9073,336620,00,LAN,9cfc0b0a,REF80157948,1d21ad42-a9b0-472d-aa03-2c1f73b5db2f,05,5311
TX00000598,T000114,C000376,443.45,USD,2024-10-11 11:00:00,11,Friday,CASH,1,OP12,DEV-C785,B1754,414725,00,5G,3a30d415,REF88887402,ecdb4fa8-d8c9-4589-992e-4c360051aed5,81,5699
TX00001043,T000213,C000287,81.6,GBP,2024-02-28 07:00:00,7,Wednesday,MOBILE,3,OP48,DEV-D107,B1979,875057,00,4G,c39493e1,REF57029564,0600b3a7-cc18-4123-9456-6dd4c8b7f71d,05,5261
TX00000552,T000099,C000483,393.65,EUR,2024-04-04 22:00:00,22,Thursday,CARD,5,OP13,DEV-C800,B1235,364488,00,4G,d3078455,REF91620278,42db7507-67fd-4867-b059-9168163d2a38,05,5699
TX00001298,T000239,C000000,204.09,GBP,2024-09-04 12:00:00,12,Wednesday,MOBILE,5,OP53,DEV-E826,B6761,934401,00,4G,7245dfd4,REF47466772,7f80fd3a-811c-444d-bff3-35f85421898f,07,5941
TX00000129,T000027,C000140,213.51,USD,2024-08-02 21:00:00,21,Friday,CASH,2,OP02,DEV-A674,B3842,185228,00,WIFI,d5032fc0,REF36595298,9705c3c9-0bb4-42b7-9652-d54709a1c852,07,5462
TX00001061,T000211,C000391,298.47,USD,2024-01-24 22:00:00,22,Wednesday,CARD,1,OP47,DEV-D612,B9289,888072,00,WIFI,60243c5b,REF38960412,0545f346-3fc5-4a46-b0aa-acab5b2066ea,91,5261
TX00000331,T000065,C000297,203.88,EUR,2024-07-06 17:00:00,17,Saturday,CASH,3,OP01,DEV-A393,B4720,271928,05,5G,6f179a8b,REF83957197,ff87f155-60ac-446e-9e92-2071a1e28725,07,5814
TX00000323,T000073,C000020,104.06,USD,2024-09-03 19:00:00,19,Tuesday,CARD,2,OP01,DEV-A143,B3240,252329,00,WIFI,d68eae80,REF48874742,29e713aa-932c-4e2c-9e02-1398e59102dd,91,5814
